ReadId	HostHit	Overlap	Independent	CARDhit	Chunk
dcc682ee-099b-41c0-99a7-8f234e1a3d55	Klebsiella pneumoniae	3230	Y	gb|AY768532|+|0-1935|ARO:3000535|macB	146
0b43b16e-7028-4081-8139-1b81836b83c2	Klebsiella pneumoniae	3038	Y	gb|AJ252200|+|4493-5894|ARO:3003057|smeF	147
e1f4555e-ccce-4acd-94f0-c4142ec8b192	Klebsiella pneumoniae	979	Y	gb|NC_002695|-|4904931-4905630|ARO:3000831|cpxR	147
822ec948-028e-47ca-9523-469d1ca31495	Klebsiella pneumoniae	3973	Y	gb|U00096|-|1124117-1125326|ARO:3001216|mdtH	147
7f231016-cd46-4e46-9905-cb4bedadb98d	Klebsiella pneumoniae	1520	Y	gb|U00096|+|3413863-3415021|ARO:3000499|acrE	147
a236cd35-3b58-4174-9d81-4e75d6d34afb	Klebsiella pneumoniae	1493	Y	gb|NC_002695|+|3211891-3212506|ARO:3000832|evgA	147
91d8975a-10e2-40b6-9fb4-fc3e83047ae4	Shigella flexneri	6820	Y	gb|NC_010410|-|3621491-3622283|ARO:3002601|aadA	147
e844fa66-e0e2-4ba1-a02e-30f8281b95bd	Klebsiella pneumoniae	655	Y	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	147
407531b5-5749-4efd-b40a-4952a8ea3b74	Klebsiella pneumoniae	0	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	147
5541c6e5-4ef3-40a6-b743-68a11a07a77d	Klebsiella pneumoniae	109	Y	gb|NC_000913.3|+|1333854-1334829|ARO:3003840|aminocoumarin	147
67efafa3-efab-4f8c-bb10-00ee4daba67e	Klebsiella pneumoniae	245	Y	gb|U00096|+|2161463-2162879|ARO:3001330|mdtD	147
906a5f6b-6477-4b4e-ac26-b4e3c7c2f109	Klebsiella pneumoniae	2658	Y	gb|KU302801|+|102199-102430|ARO:3002831|vgaC	148
bf2c1c45-1738-417a-975d-81dd34d1531b	Klebsiella pneumoniae	537	Y	gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA	148
d72b763d-eeb0-46b2-b2ae-84a47cdc5dba	Klebsiella pneumoniae	1	N	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA	148
69972962-a1b5-4b9a-ad80-3370864c73ff	Klebsiella pneumoniae	5012	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD	148
6e2fa9f7-32b8-44fa-a419-386b5d7b2002	Klebsiella pneumoniae	6663	Y	gb|X63451|+|0-1653|ARO:3002828|srmB	148
eb3e0ee6-92e3-4971-aa22-e74dee88e506	Klebsiella pneumoniae	4513	Y	gb|AP009048|-|4153663-4154296|ARO:3000518|CRP	148
ee541880-521a-4289-b2fc-b07712bbe554	Klebsiella pneumoniae	0	N	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	148
7f6b5e07-5ed8-4e76-93a4-3dacb4647933	Klebsiella pneumoniae	957	Y	gb|NC_002516|-|2208168-2211306|ARO:3002983|amrB	148
a7bd9455-ab8e-4b9a-a61a-0b20daebd332	Klebsiella pneumoniae	111	Y	gb|AY157676|+|0-876|ARO:3001888|CTX-M-26	148
97f252ba-18aa-4915-9bdc-ca4e3e3fc60f	Klebsiella pneumoniae	3869	Y	gb|AP009048|-|4153663-4154296|ARO:3000518|CRP	149
2c1b855a-e407-4ead-affb-d55badfb30bf	Klebsiella pneumoniae	1193	Y	gb|AE004091.2|-|4116187-4119265|ARO:3003693|mexK	149
01ac2d5d-e116-43e4-bed8-ca908e63134e	Klebsiella pneumoniae	1376	Y	gb|NC_007779|-|4336858-4337950|ARO:3003583|PmrB	149
f92da371-5668-40b3-acac-07d97960bea0	Klebsiella pneumoniae	2479	Y	gb|U00096|+|3891614-3892790|ARO:3001215|mdtL	149
9a1605a8-3690-4a25-9178-16eacf48050e	Klebsiella pneumoniae	5111	Y	gb|U46859|-|22365-24057|ARO:3003049|rosB	149
71d8a6e9-c452-4bf6-8106-740b1b7d717c	Klebsiella pneumoniae	6	N	gb|NC_000913.3|-|1170517-1173964|ARO:3003844|mfd	149
33a885b7-a0bd-4f45-8dcb-a05de4f58a02	Klebsiella pneumoniae	307	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB	149
308f54f0-a0a0-41c6-a380-5c1a52cd2e5f	Klebsiella pneumoniae	875	Y	gb|U00096|-|4567286-4568519|ARO:3001214|mdtM	149
d0a35c86-2e02-40e0-aa99-5d503ac8a41a	Klebsiella pneumoniae	244	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA	149
84c57105-b6b9-4bf7-a742-20d04843e30d	Klebsiella pneumoniae	759	Y	gb|M80346|+|0-1656|ARO:3002817|carA	149
51996d39-cbe6-4a92-9b5a-89fddcbc4de6	Klebsiella pneumoniae	1656	Y	gb|U00096|+|3413863-3415021|ARO:3000499|acrE	149
f1e13e89-6863-4fd8-be0a-888d01d49909	Klebsiella pneumoniae	1855	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB	149
10c777bd-6b9b-4c33-9836-f1bdbce2f807	Klebsiella pneumoniae	4611	Y	gb|NC_002516.2|+|179521-182569|ARO:3003681|TriC	149
13ac0fe8-7639-4c5f-bad8-87f4bc3c4463	Rahnella sp.	613	Y	gb|NC_002516|+|2810008-2813197|ARO:3000804|mexF	150
2771a660-506e-4c47-816f-c3784d110b36	Klebsiella pneumoniae	2566	Y	gb|U00096|-|2098446-2099613|ARO:3003577|PmrE	150
8c0134ed-70bf-4e7a-ad38-7a87d0a4f325	Klebsiella pneumoniae	1717	Y	gb|KU302801|+|102199-102430|ARO:3002831|vgaC	150
e643ec42-d74f-4eb5-b47c-f8bd30845f00	Klebsiella pneumoniae	82	Y	gb|U00096|+|2155262-2158385|ARO:3000793|mdtB	150
bdad3580-d28a-4892-ae17-b659d9b4253f	Klebsiella pneumoniae	1255	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR	150
66def781-c61b-4e56-8024-8d867e96f3a0	Klebsiella pneumoniae	1337	Y	gb|AB116646|+|429-903|ARO:3002563|AAC(6')-Isa	150
05bd97d9-69aa-4d52-8c50-f1387a1c3267	Klebsiella pneumoniae	1423	Y	gb|NC_002516|-|2208168-2211306|ARO:3002983|amrB	150
9991e19d-21f1-4b2a-84ce-bf24f429dd4b	Klebsiella pneumoniae	4216	Y	gb|AP009048|-|4338624-4340268|ARO:3003576|PmrC	150
8f7babd8-df17-4d27-8707-02cba5f291bd	Klebsiella pneumoniae	807	Y	gb|U00096|+|3415032-3418137|ARO:3000502|acrF	150
59dc7087-07ef-4f86-a15e-49a68aef0f8d	Klebsiella pneumoniae	5862	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin	150
456162ae-2c64-4303-956e-426145878c63	Proteus mirabilis	536	Y	gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA	150
902ad3ae-b0ea-40ff-9916-871dcc34699f	Klebsiella pneumoniae	237	Y	gb|AP009048|+|2810082-2811255|ARO:3000027|emrA	150
dd525023-b182-49a9-8751-be71ecb87334	Klebsiella pneumoniae	601	Y	gb|NC_000913.3|+|84367-85312|ARO:3003843|leuO	150
73878ae4-6e6f-4eac-83b1-e672b2712bfa	Proteus mirabilis	1150	Y	gb|NC_000913.3|+|1333854-1334829|ARO:3003840|aminocoumarin	150
efee89d3-f4b4-4853-9fba-0df4e1d3f7a6	Klebsiella pneumoniae	6469	Y	gb|DQ679966|+|299-1493|ARO:3000207|acrA	151
e04f8a2e-30f3-48df-8abd-e342d6b2cfc7	Klebsiella pneumoniae	4119	Y	gb|CP012901.1|-|5979156-5980365|ARO:3003801|bcr1	151
39131f3e-c3ff-42af-b163-ca0ec0093236	Klebsiella pneumoniae	788	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin	151
c138907e-1b69-4795-978d-8b1a5cf615b4	Klebsiella pneumoniae	843	Y	gb|U00096|+|2155262-2158385|ARO:3000793|mdtB	151
3727035d-6822-4a43-ad0b-b9589b657a14	Klebsiella pneumoniae	1352	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR	151
77a05898-14d2-472c-a73d-1b2382d3b38b	Klebsiella pneumoniae	18	N	gb|U00096|+|2812615-2814154|ARO:3000074|emrB	151
4791d4d2-f532-4b6e-b782-38ed3209a330	Klebsiella pneumoniae	7061	Y	gb|NC_007907|-|4201992-4202691|ARO:3003728|VanRI	151
946b9717-11c5-476b-bda1-f6ceefe08d02	Klebsiella pneumoniae	196	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD	151
9545d4a3-d98c-4c38-b20a-915528172ed9	Klebsiella pneumoniae	658	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin	151
dab3da45-8390-41d5-8cdc-c19cee8d64db	No hit	0	N	gb|NC_002516|+|476332-477790|ARO:3000379|oprM	151
6bb648ad-4243-4373-82eb-02567c32c23b	Klebsiella pneumoniae	3920	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces	151
642d5558-ce95-4f15-8d73-f7aa8d7ef296	Klebsiella pneumoniae	390	Y	gb|AY264780|-|1824-3006|ARO:3000569|tet41	152
b080bdea-293f-421f-b3fe-43c75caf52f8	Klebsiella pneumoniae	1747	Y	gb|NC_002695|+|3211891-3212506|ARO:3000832|evgA	152
0ebcd002-daae-41ca-bdc0-e3a64c8776b4	Klebsiella pneumoniae	3066	Y	gb|U46859|-|22365-24057|ARO:3003049|rosB	152
76989abc-ded6-4891-9808-782dfaca9e0c	Klebsiella pneumoniae	301	Y	gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA	152
ff38db75-9f78-4a8a-b01d-382e86d8c171	Klebsiella pneumoniae	1687	Y	gb|AB061440|-|305-770|ARO:3002870|tet34	152
11b4a2e2-a2bd-40bc-b25e-8df807f56e7e	Klebsiella pneumoniae	2022	Y	gb|M57437|+|0-1647|ARO:3002827|tlrC	152
3f93c277-90db-4d98-81fc-b8c9ac49ceac	Klebsiella pneumoniae	2157	Y	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA	152
c242ca46-039c-4d77-bffc-bf423fae78a2	Klebsiella pneumoniae	2145	Y	gb|U00096|-|4567286-4568519|ARO:3001214|mdtM	152
8e9777cd-f329-46af-8998-4f08dd30fbac	Klebsiella pneumoniae	5378	Y	gb|NC_002516|-|779462-780101|ARO:3002679|catB7	152
a94be529-7648-4ba2-bd17-028d4d71189c	Klebsiella pneumoniae	529	Y	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA	153
770c65db-1a94-4018-87e0-714a766ca585	Klebsiella pneumoniae	103	Y	gb|U00096|-|2098446-2099613|ARO:3003577|PmrE	153
9b767614-3f63-4f66-a1c1-c4fb40aa814e	Klebsiella pneumoniae	2269	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces	153
07c6103e-f56d-4972-ae87-e3d425077a45	Klebsiella pneumoniae	1688	Y	gb|U00096|-|2098446-2099613|ARO:3003577|PmrE	153
c8ccd454-ac7c-415b-932a-a5b8e7fe069d	Klebsiella pneumoniae	1646	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD	153
6c8cd7cc-d5b9-4ecc-ac6e-44d6d51d4256	Klebsiella pneumoniae	4472	Y	gb|NC_007779|+|1621287-1621671|ARO:3000263|marA	153
4d19ee0a-cca2-40c3-90ff-f7a865bb6cc5	Klebsiella pneumoniae	397	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD	153
205e5c8d-e953-41ad-8fd5-215cce391ac0	Klebsiella pneumoniae	2318	Y	gb|KU302801|+|102199-102430|ARO:3002831|vgaC	153
11030e10-93ca-48dd-a198-9a206196ebfd	Klebsiella pneumoniae	6246	Y	gb|AY768532|+|0-1935|ARO:3000535|macB	153
ebb61bca-622a-4c33-a12f-0342c510b5c3	Proteus mirabilis	4205	Y	gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA	153
cb427226-8394-4cbb-88bf-c2cecfc328a3	Klebsiella pneumoniae	2072	Y	gb|U46859|-|24294-25527|ARO:3003048|rosA	153
f03f2a6a-317e-4c7f-a2e4-465a71da6396	Klebsiella pneumoniae	1030	Y	gb|NC_007779|-|4336858-4337950|ARO:3003583|PmrB	153
3ea47a43-5533-4909-a313-0b45caf5dd8a	Klebsiella pneumoniae	724	Y	gb|M80346|+|0-1656|ARO:3002817|carA	153
12aed0e4-d106-4203-92ff-f201b542c987	Klebsiella pneumoniae	2591	Y	gb|NC_002516|+|476332-477790|ARO:3000379|oprM	153
19538c89-b7ba-4e9b-b190-1a3077f89489	Klebsiella pneumoniae	6803	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB	153
c94d7c40-14d1-4333-bb5b-fb36d6fc4b7b	Klebsiella pneumoniae	118	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB	153
87e803e7-7daa-4844-a781-6397856fbc69	Klebsiella pneumoniae	1415	Y	gb|GG749185.1|+|116812-118003|ARO:3000309|emrD	153
87e497fc-f912-43eb-94f5-4bd49575c840	Klebsiella pneumoniae	1044	Y	gb|U00096|-|4567286-4568519|ARO:3001214|mdtM	153
3b71252e-fc52-44b6-9463-1a31e61a43fb	Klebsiella pneumoniae	1405	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces	153
5ae89895-f0e6-42e4-a9ea-9ee76dd11352	Klebsiella pneumoniae	1024	Y	gb|M80346|+|0-1656|ARO:3002817|carA	153
d8c35a14-19df-45aa-8730-497233b4ccfa	Klebsiella pneumoniae	8808	Y	gb|GG749185.1|+|116812-118003|ARO:3000309|emrD	153
9ce25e39-bc58-416e-8ec1-a80a24cc96da	Klebsiella pneumoniae	615	Y	gb|DQ679966|+|299-1493|ARO:3000207|acrA	154
db1f1873-ba79-4749-baad-4afac4fd976d	Klebsiella pneumoniae	4943	Y	gb|NC_007779|+|1621287-1621671|ARO:3000263|marA	154
c209520d-f267-4f3a-9d60-f64f2c308c45	Klebsiella pneumoniae	3803	Y	gb|AF235050.4|+|38028-40140|ARO:3003318|Streptomyces	154
091f1a76-ff38-4ae7-ba95-0a1815c5b00f	Klebsiella pneumoniae	4274	Y	gb|NC_007779|+|1621287-1621671|ARO:3000263|marA	154
acf9f8a3-eeae-43c2-963f-6d914d76fc44	Klebsiella pneumoniae	407	Y	gb|NC_002516.2|+|179521-182569|ARO:3003681|TriC	154
29e1f4cc-64ce-470e-bcd0-ddc49399b59f	Proteus mirabilis	2411	Y	gb|NC_007779|-|1115840-1117067|ARO:3001329|mdtG	154
906d31d3-3b86-40dd-b400-95dfb1ff4db8	Klebsiella pneumoniae	5303	Y	gb|NC_000913.3|-|1170517-1173964|ARO:3003844|mfd	154
9a0c01cd-fb7a-498b-adb0-d2e84df8dd14	Klebsiella pneumoniae	8191	Y	gb|FJ768952|+|0-1488|ARO:3000237|tolC	155
b3f090e2-1cb1-409d-b0b0-e291453d7d42	Proteus mirabilis	2854	Y	gb|U00096|+|2154015-2155263|ARO:3000792|mdtA	155
7f039f42-7b1d-4b97-b176-7a851cf64e09	Klebsiella pneumoniae	915	Y	gb|U00096|-|3203309-3204131|ARO:3002986|bacA	155
c08b9bd5-41ef-4485-91e2-3e95ad10824e	Klebsiella pneumoniae	588	Y	gb|U00096|-|3412802-3413465|ARO:3000656|acrS	155
ba4e2966-a735-423a-830f-a025282dde29	Klebsiella pneumoniae	3728	Y	gb|NC_002516.2|+|3982020-3984009|ARO:3002985|arnA	155
a23eda0f-366c-494b-9a8b-65e3e10334c4	Klebsiella pneumoniae	260	Y	gb|L36601|+|1420-3130|ARO:3003036|oleB	155
0ffb3dcd-e9e1-4e2f-849a-6b16103f6e44	Proteus mirabilis	3660	Y	gb|M11587|+|879-1533|ARO:3002670|cat	155
194ecadf-0d5c-4f2e-851c-ba95d45f638a	Proteus mirabilis	148	Y	gb|U00096|-|2098446-2099613|ARO:3003577|PmrE	155
156e5a6f-0b45-44bf-9ae5-e436e8b85d6c	Klebsiella pneumoniae	234	Y	gb|Z30177|+|348-1224|ARO:3002389|OXY-1-1	155
4c993c1e-52ec-4f64-911a-2b6830eac196	Klebsiella pneumoniae	1792	Y	gb|NC_000913.3|+|84367-85312|ARO:3003843|leuO	155
2fc9952d-501a-4559-83ad-c06d680856ea	Klebsiella pneumoniae	1231	Y	gb|AF235050.4|+|38028-40140|ARO:3003318|Streptomyces	155
06f63ddb-026d-4e40-bcaf-8c4f44fb3d6e	Klebsiella pneumoniae	432	Y	gb|JQ727667|+|0-870|ARO:3000825|robA	156
94591b8d-9bff-4743-a82e-1cbc104eab16	Klebsiella pneumoniae	1414	Y	gb|JQ727667|+|0-870|ARO:3000825|robA	156
bcc13cd4-7de5-405d-b972-ca952a22f33c	Klebsiella pneumoniae	428	Y	gb|NC_007779|-|1115840-1117067|ARO:3001329|mdtG	156
5e97ce63-356a-482c-9900-5b2ffed2336b	Klebsiella pneumoniae	4529	Y	gb|LN515533|+|0-867|ARO:3003154|SHV-187	156
70877a4d-75a8-4a45-8070-55930095c163	Klebsiella pneumoniae	5353	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces	156
a45f9d59-ed26-4276-a6d8-6cb67c6d1bb2	Klebsiella pneumoniae	329	Y	gb|JQ727668|+|0-375|ARO:3000823|ramA	156
ee4b9680-d5ab-4dda-b289-ab9bcfbea910	Klebsiella pneumoniae	4230	Y	gb|U00096|+|2367070-2368039|ARO:3003578|PmrF	156
0d24ee06-c8c6-4288-8a50-0d0e942f47ab	Klebsiella pneumoniae	675	Y	gb|AY423074|+|0-858|ARO:3001792|OXA-62	157
88c9b0ea-d313-44aa-a107-a4182bba47a6	Klebsiella pneumoniae	2268	Y	gb|NC_002516|+|4710620-4712084|ARO:3000809|opmD	157
d3863b67-468d-46da-bb15-f02c785b51b4	Klebsiella pneumoniae	741	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin	157
a48cdbf6-c627-4e0e-8d4a-f7b26b4cb4e6	Klebsiella pneumoniae	5563	Y	gb|NC_002695|-|4904931-4905630|ARO:3000831|cpxR	157
405a1116-6fe7-4d39-9eb1-94d428dc14ec	Proteus mirabilis	401	Y	gb|U00096|+|2154015-2155263|ARO:3000792|mdtA	157
731dac93-fc1a-43bd-ba75-8502d512d7d1	Klebsiella pneumoniae	298	Y	gb|NC_000913.3|-|1170517-1173964|ARO:3003844|mfd	157
7684e066-70ad-4768-b0d1-74e6656bc2a9	Klebsiella pneumoniae	398	Y	gb|CP014358.1|-|2161325-2162750|ARO:3001327|mdtK	157
b8f89d48-22a1-41ba-9c6e-398d8cccf1ff	Proteus mirabilis	3683	Y	gb|NC_000913.3|-|1170517-1173964|ARO:3003844|mfd	157
e54e6c7c-e4ad-4936-90eb-ca1be1280090	Klebsiella pneumoniae	2030	Y	gb|L36601|+|1420-3130|ARO:3003036|oleB	157
ef8e7564-4aea-44c9-9026-17d49a8fae44	Klebsiella pneumoniae	324	Y	gb|U00096|+|3413863-3415021|ARO:3000499|acrE	157
87e0b338-f9ec-4824-9f0c-7fe49a904a8f	Shigella flexneri	288	Y	gb|AF313472|+|15593-16397|ARO:3002639|APH(3'')-Ib	157
dcc7611d-7370-4e22-95ed-5a5409c865d0	Klebsiella pneumoniae	3026	Y	gb|NC_002695|-|4903561-4904935|ARO:3000830|cpxA	157
bb8ff5cc-ba0f-4dfa-b27b-02fcd3d8de0c	Klebsiella pneumoniae	2141	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces	157
f0fd9ccb-1678-457e-9dec-5c7e868e1b13	Klebsiella pneumoniae	793	Y	gb|NC_000913.3|-|1170517-1173964|ARO:3003844|mfd	157
1a6a2f2b-9d56-41bc-a02f-ffea55be4c29	Klebsiella pneumoniae	142	Y	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA	158
5532474c-2138-446d-9db5-ce9f768365d6	Klebsiella pneumoniae	269	Y	gb|U38944.1|+|0-1536|ARO:3003037|opcM	158
d0734812-e64e-4f64-a3b7-1085e8b1ff0e	Proteus mirabilis	3630	Y	gb|M14039|+|0-486|ARO:3000272|linA	158
ff33f8ca-a444-4da4-bd56-76db9de7a9d6	Klebsiella pneumoniae	599	Y	gb|JQ727667|+|0-870|ARO:3000825|robA	158
f75aee53-cfbf-4eb5-b68a-962c21d661ba	Klebsiella pneumoniae	2235	Y	gb|X80277|+|0-1149|ARO:3003553|CepS	158
fc4cda1a-5564-4c65-9c17-122a9863318b	Klebsiella pneumoniae	39	N	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD	158
349089ce-9928-4d26-92ee-c886254e572d	Klebsiella pneumoniae	1453	Y	gb|NC_002695|+|3211891-3212506|ARO:3000832|evgA	158
afc19612-511e-44a3-a050-a24ece36b090	Klebsiella pneumoniae	2810	Y	gb|U00096|+|2158385-2161463|ARO:3000794|mdtC	158
4e587e0f-0eb3-4dac-bf15-bf17d5c71b96	Klebsiella pneumoniae	980	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA	158
8ebf127a-1dd9-4c35-9d5c-cae8a6adcb23	Klebsiella pneumoniae	718	Y	gb|U00096|+|2812615-2814154|ARO:3000074|emrB	158
9c1c5a38-90f0-49d2-ab73-4f9b03188dd4	Klebsiella pneumoniae	1387	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA	158
e635f327-b654-42a6-9ac4-ffa767ec59d6	Klebsiella pneumoniae	39	N	gb|AP009048|+|2165012-2166416|ARO:3000829|baeS	158
6fd616af-1327-4d02-8c80-47d1fdb65b05	Klebsiella pneumoniae	176	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA	158
79fa61b5-67c0-4e8b-989f-c1e7b8024e2f	Klebsiella pneumoniae	3607	Y	gb|X98831.1|+|361-1555|ARO:3003359|Streptomyces	158
378c227c-9a12-41cd-91d0-7b4817f2a460	Proteus mirabilis	1206	Y	gb|AB061440|-|305-770|ARO:3002870|tet34	158
5a6d3107-59ff-46f0-937f-4a248b43c5cc	Klebsiella pneumoniae	256	Y	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA	159
6df644eb-4eb6-4d0f-bb2a-a65b18bcf815	Klebsiella pneumoniae	3024	Y	gb|AY768532|+|0-1935|ARO:3000535|macB	159
05da6f25-a3f2-4729-9216-4cef27374c43	Klebsiella pneumoniae	13	N	gb|GG749185.1|+|116812-118003|ARO:3000309|emrD	159
e9b7dd47-1bb2-489d-9eae-6b64b2a32a60	Proteus mirabilis	245	Y	gb|U00096|+|2812615-2814154|ARO:3000074|emrB	159
e4d00cc0-b98e-4c6e-a24b-6932847a553e	Klebsiella pneumoniae	2959	Y	gb|JQ727667|+|0-870|ARO:3000825|robA	159
ae154d69-70b6-443c-94b1-381d546ae864	Klebsiella pneumoniae	1790	Y	gb|KP143090|-|1199-1619|ARO:3003209|FosA5	159
1116a942-4139-4e49-b427-09f7e9fb4100	Proteus mirabilis	2888	Y	gb|AB061440|-|305-770|ARO:3002870|tet34	159
fe205f5d-7b6f-46f1-ba33-46ef205b2f13	Klebsiella pneumoniae	2834	Y	gb|L36601|+|1420-3130|ARO:3003036|oleB	159
e7959a18-08e5-433a-8fd2-c4cae5f8095a	Klebsiella pneumoniae	2773	Y	gb|JQ727667|+|0-870|ARO:3000825|robA	159
39c69f3e-c7ab-4903-87e3-aa2b6630ac07	Klebsiella pneumoniae	3922	Y	gb|NC_007779|+|2586250-2589364|ARO:3000491|acrD	159
4ea13065-68f1-4977-8994-9151affc4939	Klebsiella pneumoniae	478	Y	gb|DQ679966|+|1515-4662|ARO:3000216|acrB	159
225e9fee-82cd-4f5c-821d-6d769689ac12	Klebsiella pneumoniae	370	Y	gb|AY261375|+|0-765|ARO:3003104|cphA8	159
bba41753-62d6-4a01-89e5-ddb79677dd4f	Proteus mirabilis	1682	Y	gb|NC_007779|-|1115840-1117067|ARO:3001329|mdtG	159
19050c7c-8df3-4856-9efc-7ae5f6548eaa	Klebsiella pneumoniae	959	Y	gb|M80346|+|0-1656|ARO:3002817|carA	160
c47c92c9-4ec6-4009-8fc6-d7589a21bf22	Klebsiella pneumoniae	4067	Y	gb|NC_000913.3|+|3219493-3220873|ARO:3000024|patA	160
6f2f780b-6db5-4816-9ae8-d37734966deb	Klebsiella pneumoniae	813	Y	gb|AJ295341|+|0-1173|ARO:3002516|OCH-3	160
351320ee-8931-4cb5-84ae-f0be727a4c24	Klebsiella pneumoniae	252	Y	gb|AY768532|+|0-1935|ARO:3000535|macB	160
aff9c4d3-e310-486f-a5cc-82192e45dac9	Klebsiella pneumoniae	368	Y	gb|U00096|-|4567286-4568519|ARO:3001214|mdtM	160
b2621ab1-2dc0-4de5-92dc-3b26d0e2fe8b	Klebsiella pneumoniae	3707	Y	gb|AB765395|+|0-1143|ARO:3002993|AQU-1	160
b8dd57fd-a9dc-4c1a-a7a9-50e0823a6b50	Klebsiella pneumoniae	1099	Y	gb|NC_000913.3|+|2810769-2811300|ARO:3000516|emrR	160
8e9309ca-0cc8-400e-889c-a21e677141e7	Klebsiella pneumoniae	5060	Y	gb|M80346|+|0-1656|ARO:3002817|carA	160
4ce109f5-be7d-48b1-94fc-10465a64aec3	Klebsiella pneumoniae	4195	Y	gb|NC_000913.3|-|1170517-1173964|ARO:3003844|mfd	160
b1f0218c-2689-4af7-b77f-01400b93c2e1	Klebsiella pneumoniae	316	Y	gb|NC_010378.1|+|47850-51003|ARO:3003923|oqxB	160
ee7ac98d-fea3-4f5d-8f79-16ba4dbe5427	Klebsiella pneumoniae	2721	Y	gb|KJ151292|+|294-2892|ARO:3000444|rifampin	160
56e613aa-4e9b-44fe-acef-508c9bc817db	Klebsiella pneumoniae	1092	Y	gb|U00096|+|2155262-2158385|ARO:3000793|mdtB	160
11b36bea-b0da-4532-8b69-bd1359b5cb33	Klebsiella pneumoniae	356	Y	gb|NC_010378.1|+|46651-47827|ARO:3003922|oqxA	161
3736f300-f1fd-46dc-ae70-89c14d44b462	Klebsiella pneumoniae	500	Y	gb|JQ727667|+|0-870|ARO:3000825|robA	161
c14f87f4-9982-4301-b5c9-822fa77789c8	Klebsiella pneumoniae	955	Y	gb|AE004091.2|-|4116187-4119265|ARO:3003693|mexK	161
89b10ac5-4fe8-4ae9-b5a6-3b651e361945	Proteus mirabilis	3384	Y	gb|AF038993|+|0-1197|ARO:3000177|tetJ	161
f5f5a823-20bb-45fd-969b-4b9713cb32ae	Klebsiella pneumoniae	1237	Y	gb|M57437|+|0-1647|ARO:3002827|tlrC	161
d72028fb-6581-4614-ad16-7e00687d3bd6	Klebsiella pneumoniae	4134	Y	gb|AY768532|+|0-1935|ARO:3000535|macB	161
055b480e-8ad7-48fb-b78d-c858ad8a82b6	Klebsiella pneumoniae	689	Y	gb|NC_000913.3|-|2819380-2822011|ARO:3003830|aminocoumarin	161
5fa755df-bd3b-415b-83ee-63ba94501b2e	Klebsiella pneumoniae	1779	Y	gb|AJ252200|+|1278-4401|ARO:3003056|smeE	161
1374329e-89b6-45bc-a746-4728d29eda5f	Klebsiella pneumoniae	459	Y	gb|U00096|+|3415032-3418137|ARO:3000502|acrF	161
3857a17e-8b0c-4684-b13f-eb308d6639c4	Klebsiella pneumoniae	3160	Y	gb|CP014358.1|-|2161325-2162750|ARO:3001327|mdtK	162
724eee34-8d11-4b18-bcfd-95f1173d4b75	Klebsiella pneumoniae	3454	Y	gb|U00096|-|3203309-3204131|ARO:3002986|bacA	162
679bb4f1-94cc-4f61-8bf1-9d0adc9d9c6e	Klebsiella pneumoniae	771	Y	gb|NC_007779|+|2166412-2167135|ARO:3000828|baeR	162
